application_id,gender,age,region,education,employment_type,employment_years,income_monthly,loan_amount,loan_term_months,loan_purpose,interest_rate,emi,emi_to_income,bureau_score,credit_utilization,num_credit_lines,num_inquiries_6m,num_delinquencies_2y,months_since_last_delinq,oldest_account_months,revolving_balance,total_debt,debt_to_income,app_logins_30d,avg_txn_value,num_bounced_payments,default
LN202145,Female,40,Tier-2,Diploma,Salaried,7.0,37800.0,433166.0,48,Business,17.88,12697.0,0.336,683.0,0.681,6,1,1,2.0,58.0,265046.0,661962.0,1.459,11.0,3365.0,2,0
LN203887,Female,57,Tier-3,Diploma,Self-Employed,,41748.0,115562.0,24,Education,14.97,5602.0,0.134,728.0,0.475,4,1,0,,80.0,203720.0,264516.0,0.528,5.0,520.0,0,0
LN205165,Female,57,Rural,Graduate,Contract,0.6,13579.0,126723.0,36,Home-Improvement,17.58,4555.0,0.335,663.0,0.606,1,1,0,,113.0,186703.0,240113.0,1.474,5.0,792.0,1,0
LN206925,Male,42,Tier-3,High-School,Self-Employed,3.1,28354.0,147477.0,36,Home-Improvement,17.25,5276.0,0.186,682.0,0.407,7,0,0,,74.0,83335.0,181942.0,0.535,3.0,1071.0,1,0
LN206363,Male,63,Tier-3,Post-Graduate,Salaried,2.4,55609.0,252011.0,48,Debt-Consolidation,17.95,7396.0,0.133,,0.592,4,1,0,,51.0,86016.0,316575.0,0.474,10.0,3253.0,1,0
LN204303,Male,47,Rural,Graduate,Contract,0.9,13094.0,48816.0,12,Home-Improvement,18.48,4487.0,0.343,629.0,0.548,0,0,2,12.0,126.0,168626.0,188971.0,1.203,4.0,175.0,1,1
LN208402,Female,58,Tier-2,High-School,Salaried,0.7,20615.0,130342.0,36,Home-Improvement,16.47,4613.0,0.224,731.0,0.35,2,3,1,17.0,57.0,69821.0,138945.0,0.562,,1729.0,0,0
LN201747,Male,60,Tier-3,Graduate,Self-Employed,7.0,50424.0,383934.0,36,Education,18.24,13926.0,0.276,662.0,0.585,2,1,1,30.0,65.0,252964.0,460334.0,0.761,13.0,3264.0,1,0
LN201586,Male,53,Tier-3,Post-Graduate,Salaried,10.2,51140.0,295088.0,24,Medical,20.05,15026.0,0.294,748.0,0.417,8,1,1,14.0,95.0,113826.0,416514.0,0.679,11.0,1261.0,0,0
LN210060,Female,56,Rural,Diploma,Salaried,9.2,18890.0,60732.0,36,Debt-Consolidation,17.12,2169.0,0.115,662.0,0.633,8,1,1,27.0,87.0,499663.0,520472.0,2.296,11.0,1481.0,2,0
LN208860,Male,45,Tier-2,Graduate,Salaried,5.8,78432.0,502546.0,36,Debt-Consolidation,18.43,18277.0,0.233,694.0,0.643,3,1,0,,46.0,347306.0,635429.0,0.675,6.0,6300.0,0,0
LN211432,Female,50,Tier-2,Diploma,Salaried,2.1,28215.0,245795.0,36,Home-Improvement,18.45,8942.0,0.317,745.0,0.409,8,1,1,49.0,130.0,200178.0,378044.0,1.117,12.0,2429.0,0,0
LN207034,Male,60,Rural,High-School,Self-Employed,10.8,30355.0,146120.0,24,Debt-Consolidation,19.57,7406.0,0.244,600.0,0.59,8,2,1,15.0,70.0,303242.0,417889.0,1.147,10.0,1581.0,1,0
LN203079,Male,59,Metro,Post-Graduate,Self-Employed,7.4,100059.0,660920.0,60,Medical,20.58,17724.0,0.177,488.0,0.851,4,4,2,14.0,64.0,455155.0,996135.0,0.83,1.0,8891.0,1,1
LN200764,Female,52,Tier-3,Diploma,Self-Employed,3.8,18807.0,60588.0,12,Debt-Consolidation,15.79,5491.0,0.292,733.0,0.468,6,2,1,17.0,106.0,256982.0,282073.0,1.25,12.0,1186.0,0,0
LN202366,Male,37,Tier-2,Graduate,Contract,5.5,33291.0,290815.0,24,Home-Improvement,17.61,14464.0,0.434,700.0,0.341,5,0,0,,42.0,190902.0,347251.0,0.869,13.0,2469.0,1,0
LN202685,Female,42,Metro,Graduate,Self-Employed,7.5,43709.0,190015.0,12,Home-Improvement,18.38,17455.0,0.399,594.0,0.733,2,3,2,46.0,20.0,74587.0,207451.0,0.396,4.0,3784.0,1,0
LN210617,Female,57,Metro,Graduate,Gig-Worker,3.6,30239.0,81145.0,12,Home-Improvement,17.71,7428.0,0.246,679.0,0.63,2,3,3,19.0,51.0,139937.0,170023.0,0.469,8.0,2303.0,1,0
LN211977,Male,57,Rural,Graduate,Gig-Worker,0.1,25363.0,110726.0,24,Debt-Consolidation,14.52,5344.0,0.211,758.0,0.657,5,0,0,,85.0,409779.0,487127.0,1.601,10.0,1945.0,0,1
LN201701,Female,42,Tier-2,Diploma,Salaried,2.8,32551.0,359778.0,48,Education,18.13,10593.0,0.325,569.0,0.663,4,3,1,33.0,63.0,375837.0,569026.0,1.457,6.0,2846.0,1,1
LN208348,Male,56,Tier-2,Graduate,Gig-Worker,0.3,24752.0,198211.0,36,Debt-Consolidation,18.85,7251.0,0.293,657.0,0.526,6,3,0,,58.0,216159.0,413750.0,1.393,6.0,1099.0,1,1
LN201399,Male,70,Metro,Diploma,Contract,2.3,54513.0,298843.0,36,Debt-Consolidation,18.97,10950.0,0.201,676.0,0.662,7,3,1,26.0,81.0,215891.0,513695.0,0.785,12.0,4857.0,0,0
LN204448,Male,39,Metro,Post-Graduate,Gig-Worker,8.3,57818.0,427149.0,24,Vehicle,14.99,20709.0,0.358,782.0,0.33,8,1,0,,63.0,107044.0,481754.0,0.694,14.0,4380.0,0,0
LN211253,Male,48,Metro,Graduate,Self-Employed,0.9,68517.0,76775.0,12,Education,18.32,7050.0,0.103,742.0,0.307,5,0,2,26.0,84.0,127976.0,175536.0,0.213,20.0,5849.0,0,0
LN204634,Female,53,Tier-3,Post-Graduate,Salaried,1.3,36278.0,187328.0,12,Debt-Consolidation,17.32,17114.0,0.472,672.0,0.272,3,1,3,17.0,90.0,137456.0,276048.0,0.634,15.0,2224.0,1,0
LN202507,Female,56,Rural,,Salaried,0.8,17711.0,51299.0,12,Education,21.9,4799.0,0.271,528.0,0.781,5,6,4,30.0,115.0,518636.0,571198.0,2.688,2.0,1210.0,1,0
LN211875,Male,42,Tier-3,Graduate,Self-Employed,23.2,23102.0,99135.0,60,Debt-Consolidation,18.43,2541.0,0.11,600.0,0.689,3,1,1,33.0,43.0,358138.0,384952.0,1.389,5.0,1864.0,0,0
LN209858,Male,42,Tier-2,Post-Graduate,Salaried,2.3,31376.0,214377.0,60,Debt-Consolidation,19.08,5570.0,0.178,698.0,0.436,7,2,1,4.0,67.0,115202.0,183437.0,0.487,13.0,1847.0,0,0
LN200473,Male,41,Rural,High-School,Salaried,10.0,13396.0,143548.0,60,Business,20.24,3822.0,0.285,557.0,0.684,3,2,1,21.0,57.0,147708.0,284376.0,1.769,6.0,396.0,1,0
LN209930,Male,49,Tier-2,High-School,Salaried,2.2,22069.0,59369.0,12,Debt-Consolidation,16.93,5413.0,0.245,710.0,0.485,8,2,2,20.0,55.0,215149.0,270785.0,1.022,11.0,1888.0,0,0
LN202245,Male,50,Tier-3,Post-Graduate,Salaried,14.8,26803.0,251182.0,48,Debt-Consolidation,19.7,7603.0,0.284,681.0,0.294,6,1,0,,92.0,116465.0,349126.0,1.085,13.0,859.0,0,0
LN205028,Female,44,Tier-2,Graduate,Salaried,1.2,45202.0,238164.0,36,Home-Improvement,13.32,8061.0,0.178,682.0,0.493,4,1,2,12.0,76.0,75638.0,283871.0,0.523,14.0,1166.0,0,0
LN210640,Female,34,Metro,High-School,Self-Employed,2.4,19171.0,103802.0,48,Vehicle,19.67,3141.0,0.164,600.0,0.658,7,2,2,12.0,19.0,422519.0,484969.0,2.108,6.0,292.0,1,0
LN202755,Female,46,Metro,Graduate,Contract,13.0,38163.0,57164.0,12,Medical,18.94,5266.0,0.138,577.0,0.452,5,3,0,,109.0,145200.0,204757.0,0.447,7.0,831.0,1,0
LN204671,Male,71,Tier-3,Graduate,Salaried,10.3,59869.0,462136.0,48,Home-Improvement,20.91,14288.0,0.239,564.0,0.588,0,3,2,20.0,74.0,288736.0,607156.0,0.845,7.0,1967.0,2,1
LN206057,Male,55,Metro,,Salaried,4.4,75812.0,785934.0,36,Debt-Consolidation,18.15,28473.0,0.376,678.0,0.606,7,0,0,,97.0,115474.0,611697.0,0.672,10.0,2340.0,0,0
LN203105,Female,56,Metro,Graduate,Salaried,0.2,99377.0,194037.0,24,Debt-Consolidation,17.42,9633.0,0.097,745.0,0.01,5,0,0,,156.0,3167.0,141485.0,0.119,14.0,3434.0,0,0
LN201323,Female,64,Tier-2,Diploma,Self-Employed,11.3,37557.0,330198.0,36,Debt-Consolidation,12.65,11070.0,0.295,665.0,0.494,1,2,1,32.0,141.0,128556.0,234876.0,0.521,11.0,3254.0,0,0
LN211952,Male,51,Tier-2,Post-Graduate,Salaried,5.1,104078.0,1135823.0,36,Debt-Consolidation,18.34,41257.0,0.396,741.0,0.374,6,1,0,,111.0,83635.0,372324.0,0.298,15.0,2749.0,0,0
LN203027,Female,58,Rural,Diploma,Salaried,3.7,19386.0,115895.0,36,Vehicle,15.08,4022.0,0.207,697.0,0.617,8,5,0,,71.0,482154.0,584973.0,2.515,9.0,301.0,0,0
LN205046,Male,37,Rural,Post-Graduate,Self-Employed,13.4,60132.0,744372.0,48,Home-Improvement,18.03,21878.0,0.364,803.0,0.01,5,2,0,,103.0,1360.0,600601.0,0.832,10.0,4626.0,1,0
LN204755,Male,42,Metro,Post-Graduate,Salaried,6.7,98277.0,585009.0,12,Vehicle,16.11,53109.0,0.54,756.0,0.414,5,0,0,,112.0,65459.0,566757.0,0.481,13.0,3410.0,0,0
LN201002,Male,67,Metro,Graduate,Salaried,4.6,47526.0,187614.0,12,Business,18.97,17287.0,0.364,646.0,0.354,7,1,0,,113.0,28139.0,153439.0,0.269,13.0,,0,0
LN201188,Male,46,Tier-3,Graduate,Salaried,2.0,29789.0,178210.0,24,Education,15.43,8677.0,0.291,666.0,0.392,2,2,2,33.0,45.0,177642.0,363054.0,1.016,7.0,1758.0,1,0
LN208383,Male,46,Rural,High-School,Gig-Worker,0.2,9000.0,43641.0,12,Debt-Consolidation,18.49,4011.0,0.446,550.0,0.879,2,4,2,23.0,90.0,211497.0,247165.0,2.289,7.0,602.0,0,1
LN206630,Female,40,Tier-2,High-School,Salaried,6.9,23333.0,207968.0,36,Business,18.92,7615.0,0.326,588.0,0.847,1,2,1,19.0,48.0,339164.0,503620.0,1.799,9.0,440.0,1,0
LN203016,Female,49,Metro,Graduate,Salaried,0.9,46238.0,357991.0,36,Debt-Consolidation,15.49,12496.0,0.27,618.0,0.634,11,1,1,15.0,101.0,318799.0,519810.0,0.937,6.0,2452.0,0,0
LN201320,Male,58,Rural,Post-Graduate,Salaried,3.1,48885.0,509789.0,48,Business,21.31,15871.0,0.325,615.0,0.553,5,1,1,22.0,120.0,121150.0,367294.0,0.626,6.0,4257.0,0,0
LN200251,Female,40,Metro,Graduate,Salaried,3.1,51236.0,145620.0,12,Business,19.95,13486.0,0.263,650.0,0.463,8,0,0,,86.0,195209.0,327871.0,0.533,10.0,3252.0,0,0
LN202919,Female,47,Metro,High-School,Self-Employed,7.9,36094.0,197300.0,12,Education,21.44,18413.0,0.51,675.0,0.158,3,3,0,,78.0,64096.0,133060.0,0.307,9.0,1126.0,0,0
LN205612,Male,67,Metro,Post-Graduate,Self-Employed,3.6,144922.0,348031.0,24,Education,14.47,16787.0,0.116,715.0,0.352,7,0,2,22.0,68.0,209079.0,458437.0,0.264,8.0,11269.0,0,0
LN206533,Male,57,Metro,Diploma,Salaried,4.1,48514.0,533412.0,48,Education,16.69,15306.0,0.315,633.0,0.409,5,5,2,18.0,155.0,157796.0,545205.0,0.937,14.0,4338.0,1,0
LN201219,Male,56,Rural,Graduate,Salaried,3.6,30843.0,173588.0,60,Debt-Consolidation,21.18,4714.0,0.153,561.0,0.419,2,0,0,,62.0,211612.0,381414.0,1.031,9.0,2552.0,1,0
LN206071,Male,53,Tier-3,High-School,Gig-Worker,0.1,11176.0,62414.0,24,Business,20.4,3189.0,0.285,564.0,0.662,5,5,1,22.0,48.0,299984.0,339640.0,2.533,2.0,745.0,4,1
LN210042,Female,54,Metro,Graduate,Self-Employed,8.5,61101.0,183250.0,24,Vehicle,17.61,9114.0,0.149,689.0,0.537,2,2,0,,112.0,138216.0,305433.0,0.417,13.0,3445.0,0,0
LN202183,Male,56,Rural,Post-Graduate,Self-Employed,4.7,49032.0,310138.0,36,Education,20.45,11597.0,0.237,586.0,0.705,0,1,0,,73.0,108423.0,293944.0,0.5,9.0,1438.0,2,0
LN208268,Female,45,Tier-2,High-School,Salaried,8.8,30610.0,230851.0,24,Vehicle,12.9,10964.0,0.358,720.0,0.263,9,1,0,,87.0,22253.0,240992.0,0.656,9.0,1308.0,0,0
LN200932,Male,54,Metro,,Salaried,8.8,76287.0,713820.0,48,Business,20.71,21993.0,0.288,606.0,0.572,1,2,0,,117.0,106661.0,710424.0,0.776,7.0,1074.0,1,0
LN204064,Male,54,Metro,Graduate,Gig-Worker,0.2,24372.0,215822.0,36,Medical,18.35,7840.0,0.322,628.0,0.386,2,4,0,,129.0,155806.0,271686.0,0.929,11.0,1589.0,0,0
LN201053,Male,32,Tier-3,Graduate,Self-Employed,25.4,23108.0,203413.0,36,Vehicle,17.15,7267.0,0.314,652.0,0.475,7,2,0,,45.0,296396.0,401036.0,1.446,7.0,1382.0,1,0
LN201964,Female,43,Tier-2,Graduate,Salaried,5.2,73273.0,127731.0,12,Home-Improvement,17.95,11707.0,0.16,615.0,0.339,2,1,3,19.0,62.0,192570.0,319351.0,0.363,5.0,1135.0,1,0
LN203011,Female,35,Metro,Graduate,Contract,1.0,51143.0,257445.0,12,Medical,16.73,23447.0,0.458,636.0,0.602,3,1,1,46.0,62.0,193936.0,311406.0,0.507,12.0,642.0,0,0
LN204716,Male,47,Tier-3,Diploma,Salaried,2.2,25971.0,265468.0,48,Vehicle,18.35,7847.0,0.302,677.0,0.628,3,1,0,,138.0,204316.0,447951.0,1.437,11.0,1308.0,0,0
LN210874,Female,49,Tier-3,Diploma,Self-Employed,1.7,33133.0,232442.0,48,Business,15.95,6582.0,0.199,707.0,0.704,3,1,0,,73.0,99796.0,157937.0,0.397,5.0,1390.0,0,0
LN211136,Female,45,Tier-2,Diploma,Contract,1.1,22020.0,126403.0,36,Education,18.74,4617.0,0.21,627.0,0.446,2,2,0,,137.0,136178.0,204652.0,0.774,7.0,466.0,0,0
LN203116,Male,34,Tier-2,Post-Graduate,Salaried,26.4,62572.0,286914.0,48,Debt-Consolidation,17.86,8407.0,0.134,650.0,0.502,1,0,0,,27.0,172646.0,434654.0,0.579,10.0,2209.0,2,1
LN204477,Male,63,Tier-2,Post-Graduate,Salaried,4.9,43148.0,382147.0,48,Vehicle,17.66,11158.0,0.259,707.0,0.715,9,2,0,,115.0,447561.0,548088.0,1.059,14.0,1136.0,0,0
LN209910,Male,49,Metro,Diploma,Contract,5.8,39636.0,174693.0,36,Medical,15.76,6121.0,0.154,800.0,0.01,6,1,0,,129.0,7024.0,145814.0,0.307,22.0,2984.0,0,0
LN201373,Female,51,Tier-3,Graduate,Self-Employed,1.4,31404.0,124642.0,60,Medical,14.92,2960.0,0.094,758.0,0.01,3,1,0,,120.0,3733.0,79595.0,0.211,18.0,1597.0,0,0
LN206948,Female,56,Metro,Post-Graduate,Contract,0.3,55549.0,277706.0,24,Debt-Consolidation,16.3,13637.0,0.245,671.0,0.502,1,1,1,41.0,75.0,247253.0,380578.0,0.571,8.0,1752.0,0,0
LN208404,Female,32,Metro,Graduate,Self-Employed,9.3,39000.0,250148.0,36,Home-Improvement,19.53,9237.0,0.237,614.0,0.582,5,2,2,36.0,46.0,34880.0,114467.0,0.245,7.0,1435.0,1,0
LN206067,Male,45,Rural,Graduate,Gig-Worker,0.3,14890.0,97365.0,36,Debt-Consolidation,18.33,3536.0,0.237,609.0,0.419,6,1,0,,46.0,56611.0,145747.0,0.816,9.0,410.0,1,0
LN201408,Female,46,Tier-3,Diploma,Salaried,3.0,31080.0,260775.0,24,Debt-Consolidation,19.47,13205.0,0.425,607.0,0.731,5,2,1,35.0,109.0,149278.0,309826.0,0.831,4.0,936.0,1,1
LN203130,Male,40,Metro,Graduate,Salaried,1.2,64726.0,531371.0,36,Vehicle,15.11,18449.0,0.285,715.0,0.537,4,0,0,,73.0,222026.0,680511.0,0.876,9.0,3821.0,2,0
LN208678,Female,44,Tier-2,Graduate,Contract,0.0,25640.0,81330.0,36,Education,19.53,3003.0,0.117,581.0,0.932,0,3,1,17.0,66.0,213153.0,298391.0,0.97,4.0,1968.0,0,0
LN202325,Female,65,Metro,High-School,Self-Employed,1.0,40602.0,271056.0,60,Home-Improvement,21.52,7412.0,0.183,653.0,0.573,5,1,1,25.0,64.0,349343.0,586604.0,1.204,13.0,3561.0,1,0
LN208936,Male,58,Metro,Graduate,Self-Employed,,72272.0,293991.0,36,Home-Improvement,15.69,10291.0,0.142,608.0,0.381,7,2,0,,93.0,142778.0,309315.0,0.357,10.0,4032.0,0,0
LN201277,Male,55,Tier-3,Post-Graduate,Self-Employed,5.1,59178.0,133125.0,24,Debt-Consolidation,19.55,6746.0,0.114,519.0,0.684,2,0,1,36.0,51.0,396344.0,506680.0,0.713,7.0,3159.0,0,0
LN210133,Female,54,Metro,Graduate,Salaried,7.7,32276.0,163109.0,60,Debt-Consolidation,16.07,3973.0,0.123,681.0,0.357,7,1,1,15.0,102.0,124976.0,168879.0,0.436,12.0,1913.0,1,0
LN205998,Female,54,Metro,Graduate,Gig-Worker,4.5,41612.0,238563.0,24,Home-Improvement,19.9,12130.0,0.292,579.0,0.579,7,1,1,39.0,35.0,241757.0,391535.0,0.784,4.0,1798.0,1,0
LN204184,Female,49,Metro,Graduate,Self-Employed,2.2,68392.0,141791.0,12,Medical,18.17,13011.0,0.19,582.0,0.522,3,2,0,,126.0,219816.0,275820.0,0.336,8.0,2598.0,0,0
LN210034,Female,42,Tier-2,Graduate,Salaried,13.0,39584.0,251141.0,24,Medical,16.08,12306.0,0.311,712.0,0.261,7,1,0,,71.0,197576.0,392808.0,0.827,12.0,2821.0,0,0
LN207840,Female,51,Metro,High-School,Self-Employed,0.7,27202.0,49633.0,12,Home-Improvement,18.09,4552.0,0.167,724.0,0.329,5,0,0,,71.0,123218.0,154817.0,0.474,16.0,1045.0,0,0
LN203035,Female,44,Rural,Post-Graduate,Salaried,8.3,24878.0,113719.0,12,Home-Improvement,17.97,10424.0,0.419,672.0,0.674,3,1,0,,65.0,303507.0,351116.0,1.176,18.0,1289.0,0,0
LN206393,Male,49,Tier-2,Graduate,Gig-Worker,2.2,31961.0,185691.0,36,Business,16.75,6597.0,0.206,620.0,0.239,2,3,1,9.0,68.0,81105.0,239717.0,0.625,6.0,2750.0,0,1
LN210415,Female,54,Tier-3,Post-Graduate,Self-Employed,5.9,31584.0,140253.0,24,Home-Improvement,19.48,7103.0,0.225,471.0,0.809,2,1,4,39.0,37.0,468463.0,540014.0,1.425,1.0,1117.0,0,0
LN206277,Female,61,Tier-2,Graduate,Gig-Worker,1.4,24255.0,188476.0,36,Debt-Consolidation,17.44,6761.0,0.279,597.0,0.574,8,3,0,,142.0,144014.0,259351.0,0.891,13.0,2006.0,2,0
LN206152,Male,59,Metro,Post-Graduate,Contract,6.2,89800.0,841453.0,60,Debt-Consolidation,16.26,20579.0,0.229,707.0,0.345,4,4,2,29.0,80.0,79497.0,722473.0,0.67,20.0,6380.0,1,0
LN211266,Male,59,Tier-3,Diploma,Salaried,8.5,25000.0,217650.0,24,Home-Improvement,16.45,10704.0,0.428,720.0,0.359,4,1,0,,70.0,52168.0,169403.0,0.565,10.0,1387.0,0,0
LN210214,Female,58,Tier-2,Post-Graduate,Salaried,3.2,75944.0,775542.0,48,Debt-Consolidation,20.71,23894.0,0.315,565.0,0.361,5,4,1,28.0,56.0,161021.0,840036.0,0.922,,3525.0,1,1
LN211475,Male,50,Tier-3,Diploma,Salaried,7.5,49270.0,139575.0,24,Medical,20.08,7109.0,0.144,647.0,0.591,3,2,0,,50.0,243201.0,381711.0,0.646,10.0,3816.0,0,0
LN205344,Male,59,Tier-2,Graduate,Salaried,4.6,64290.0,471652.0,36,Vehicle,14.46,16226.0,0.252,640.0,0.505,1,2,0,,85.0,198220.0,501330.0,0.65,11.0,3297.0,0,0
LN202910,Female,34,Tier-2,Diploma,Contract,2.0,26085.0,74795.0,24,Business,17.52,3717.0,0.142,647.0,0.41,6,3,1,19.0,62.0,302652.0,352658.0,1.127,9.0,1931.0,1,0
LN201732,Female,45,Tier-2,Diploma,Salaried,1.5,34369.0,101268.0,36,Vehicle,18.79,3701.0,0.108,596.0,0.571,4,6,0,,28.0,76854.0,132729.0,0.322,3.0,1652.0,0,0
LN207367,Female,52,Rural,Graduate,Salaried,9.7,17219.0,184634.0,36,Debt-Consolidation,18.18,6692.0,0.389,672.0,0.655,4,3,1,25.0,66.0,354374.0,540160.0,2.614,9.0,,2,0
LN207814,Male,50,Rural,Graduate,Contract,6.6,44330.0,87038.0,24,Debt-Consolidation,19.83,4423.0,0.1,697.0,0.308,2,1,1,21.0,88.0,118320.0,194635.0,0.366,9.0,3234.0,1,0
LN202055,Male,62,Tier-3,High-School,Salaried,2.3,29949.0,199771.0,36,Home-Improvement,17.08,7130.0,0.238,640.0,0.506,4,2,3,26.0,125.0,226547.0,363657.0,1.012,7.0,696.0,1,0
LN203424,Male,44,Metro,Graduate,Self-Employed,2.5,46224.0,485923.0,48,Vehicle,19.34,14616.0,0.316,583.0,0.571,4,1,3,53.0,54.0,260997.0,634169.0,1.143,4.0,1261.0,0,0
LN209773,Male,44,Tier-2,Diploma,Self-Employed,1.2,26983.0,71794.0,24,Education,18.44,3600.0,0.133,603.0,0.437,4,1,1,10.0,42.0,192130.0,210726.0,0.651,11.0,2261.0,0,0
LN200967,Male,50,Tier-3,Graduate,Salaried,9.6,31034.0,187227.0,24,Education,19.12,9449.0,0.304,543.0,0.864,1,3,0,,105.0,390695.0,464939.0,1.248,4.0,1789.0,0,0
LN205328,Male,40,Tier-3,High-School,Self-Employed,14.4,43540.0,255867.0,24,Debt-Consolidation,18.98,12895.0,0.296,727.0,0.391,4,0,1,48.0,64.0,44833.0,161509.0,0.309,12.0,2809.0,1,0
LN207299,Female,58,Tier-2,Graduate,Salaried,23.7,44562.0,523260.0,60,Business,14.92,12426.0,0.279,760.0,0.292,4,2,1,25.0,68.0,100382.0,356584.0,0.667,19.0,3123.0,0,0
LN200248,Male,51,Tier-2,High-School,Self-Employed,3.2,14014.0,79168.0,24,Vehicle,21.01,4068.0,0.29,550.0,0.676,3,5,1,27.0,45.0,221275.0,254597.0,1.514,3.0,1221.0,1,0
LN204147,Female,54,Metro,Diploma,Salaried,1.3,48016.0,115953.0,24,Debt-Consolidation,18.5,5817.0,0.121,656.0,0.383,2,1,0,,78.0,25697.0,81954.0,0.142,12.0,514.0,0,0
LN204201,Female,50,Rural,Graduate,Gig-Worker,0.0,17890.0,67263.0,24,Medical,20.65,3445.0,0.193,581.0,0.776,9,2,3,21.0,36.0,303150.0,373410.0,1.739,10.0,1212.0,0,1
LN210212,Male,54,Metro,Post-Graduate,Salaried,7.2,90966.0,725996.0,24,Business,17.65,36122.0,0.397,717.0,0.377,8,0,0,,126.0,250671.0,887048.0,0.813,18.0,7259.0,0,0
LN210779,Male,66,Metro,Diploma,Contract,0.3,71301.0,264350.0,48,Debt-Consolidation,17.98,7763.0,0.109,635.0,0.692,5,1,3,18.0,98.0,90305.0,301683.0,0.353,5.0,956.0,0,1
LN204679,Female,48,Tier-2,Diploma,Salaried,4.4,29094.0,232885.0,60,Business,22.74,6530.0,0.224,555.0,0.586,4,3,1,20.0,51.0,367847.0,467737.0,1.34,5.0,967.0,1,0
LN206179,Male,54,Tier-3,High-School,Contract,0.3,13340.0,119051.0,36,Debt-Consolidation,18.67,4344.0,0.326,633.0,0.58,4,2,0,,56.0,308989.0,370167.0,2.312,13.0,388.0,0,1
LN210523,Male,56,Metro,Diploma,Contract,0.6,31005.0,230547.0,24,Debt-Consolidation,15.41,11223.0,0.362,822.0,0.143,10,0,0,,116.0,61773.0,257173.0,0.691,23.0,1940.0,0,1
LN200562,Female,43,Tier-3,Post-Graduate,Salaried,8.6,35656.0,149252.0,36,Medical,18.29,5418.0,0.152,576.0,0.525,4,2,0,,50.0,113401.0,194925.0,0.456,2.0,2770.0,2,1
LN203098,Male,42,Tier-2,Diploma,Gig-Worker,2.4,16208.0,146216.0,60,Home-Improvement,18.17,3726.0,0.23,658.0,0.699,4,2,3,36.0,77.0,294008.0,356877.0,1.835,5.0,1335.0,1,1
LN201786,Male,53,Rural,High-School,Gig-Worker,2.4,9000.0,51824.0,12,Medical,20.3,4808.0,0.534,554.0,0.712,5,3,3,31.0,90.0,184381.0,219834.0,2.035,5.0,410.0,2,1
LN206965,Male,57,Metro,Post-Graduate,Self-Employed,2.7,130335.0,1847852.0,60,Home-Improvement,18.88,47812.0,0.367,632.0,0.709,2,1,0,,94.0,297673.0,977020.0,0.625,5.0,7662.0,3,0
LN203403,Female,42,Rural,Graduate,Self-Employed,12.7,19971.0,37850.0,12,Debt-Consolidation,16.93,3451.0,0.173,672.0,0.487,3,3,1,8.0,87.0,164743.0,186352.0,0.778,11.0,1272.0,0,0
LN210202,Male,47,Metro,Diploma,Self-Employed,0.7,27278.0,118842.0,36,Home-Improvement,19.91,4411.0,0.162,635.0,0.445,7,1,0,,89.0,45072.0,131319.0,0.401,17.0,1196.0,1,0
LN208141,Male,39,Tier-2,Graduate,Self-Employed,1.1,35014.0,220696.0,60,Education,20.68,5931.0,0.169,544.0,0.551,4,4,0,,66.0,36827.0,200839.0,0.478,3.0,2000.0,2,1
LN208844,Female,46,Tier-2,Post-Graduate,Salaried,6.4,43182.0,333392.0,36,Business,17.68,11999.0,0.278,662.0,0.682,1,1,1,26.0,73.0,287872.0,380453.0,0.734,9.0,2329.0,0,0
LN210083,Female,50,Tier-3,High-School,Salaried,9.5,16881.0,119432.0,36,Business,19.74,4423.0,0.262,592.0,0.642,3,1,2,17.0,53.0,337191.0,426219.0,2.104,6.0,1165.0,0,1
LN208934,Female,54,Tier-2,Graduate,Contract,3.3,28952.0,324985.0,60,Medical,17.27,8124.0,0.281,,0.469,3,3,0,,63.0,184531.0,500514.0,1.441,11.0,1972.0,2,0
LN207968,Male,74,Metro,High-School,Salaried,1.3,39814.0,132866.0,12,Home-Improvement,17.31,12138.0,0.305,729.0,0.341,9,2,0,,136.0,258347.0,307803.0,0.644,14.0,2699.0,1,0
LN203485,Female,66,Rural,High-School,Self-Employed,14.8,20002.0,212808.0,60,Debt-Consolidation,16.68,5252.0,0.263,701.0,0.281,3,3,0,,274.0,42483.0,187003.0,0.779,12.0,371.0,0,0
LN207234,Female,39,Tier-2,Post-Graduate,Salaried,5.9,31189.0,184380.0,60,Home-Improvement,19.33,4816.0,0.154,638.0,0.487,3,1,1,23.0,95.0,34760.0,168231.0,0.449,9.0,650.0,1,0
LN205095,Male,69,Tier-3,Post-Graduate,Salaried,5.6,45590.0,467020.0,48,Education,16.19,13281.0,0.291,683.0,0.338,9,3,1,2.0,71.0,241930.0,568296.0,1.039,10.0,2347.0,0,0
LN207078,Male,60,Metro,Post-Graduate,Salaried,18.6,91508.0,748256.0,60,Education,17.5,18798.0,0.205,534.0,0.3,4,2,3,4.0,86.0,178757.0,569353.0,0.518,7.0,4059.0,0,0
LN205912,Male,35,Metro,Graduate,Salaried,7.1,43318.0,447287.0,36,Home-Improvement,16.87,15918.0,0.367,624.0,0.692,1,2,2,17.0,52.0,170841.0,633084.0,1.218,7.0,3082.0,0,0
