customer_id,gender,age,region,tenure_months,contract_type,payment_method,internet_service,customer_segment,monthly_charges,total_charges,usage_hours,support_tickets,satisfaction_score,churn
CUST1432,Female,45.0,East,7,Month-to-Month,Bank Transfer,Fiber,Basic,51.82,329.44,34.7,2,9.0,0
CUST1909,Male,53.0,North,19,Month-to-Month,Electronic Check,DSL,Basic,45.12,779.32,90.4,1,10.0,0
CUST1296,Female,37.0,West,72,Two-Year,Electronic Check,DSL,Premium,87.73,6350.67,11.5,2,8.9,0
CUST1409,Female,60.0,South,7,Month-to-Month,Bank Transfer,Fiber,Basic,55.9,376.32,53.8,5,5.9,0
CUST1941,Female,60.0,South,8,Two-Year,Electronic Check,DSL,Standard,66.07,530.54,73.2,0,7.8,0
CUST1847,Female,55.0,South,48,Two-Year,Credit Card,Fiber,Standard,79.41,3773.77,64.2,0,9.5,0
CUST2136,Male,38.0,West,20,Month-to-Month,Bank Transfer,Fiber,Basic,57.7,1175.29,33.0,3,8.4,0
CUST1566,Female,67.0,West,16,Month-to-Month,Electronic Check,Fiber,Standard,67.0,1070.78,52.2,5,10.0,0
CUST1277,Male,43.0,West,9,Two-Year,UPI,Fiber,Standard,85.55,756.69,35.3,2,7.7,0
CUST1801,Male,27.0,South,45,Two-Year,Bank Transfer,Fiber,Standard,60.95,2595.41,55.0,3,9.8,0
CUST1907,Male,34.0,West,20,Month-to-Month,Electronic Check,DSL,Premium,95.15,1913.26,19.7,1,8.5,1
CUST1382,Female,37.0,South,72,One-Year,Bank Transfer,Fiber,Standard,70.89,5136.87,134.5,2,8.4,0
CUST1309,Male,36.0,East,57,One-Year,UPI,DSL,Standard,63.52,3547.11,24.7,1,,0
CUST1527,Female,45.0,West,17,One-Year,Credit Card,No Internet,Basic,27.8,465.14,40.4,1,9.6,0
CUST1533,Female,38.0,North,28,Two-Year,Credit Card,,Basic,59.74,1620.08,25.3,2,,0
CUST1083,Male,46.0,East,5,Month-to-Month,Credit Card,Fiber,Basic,47.24,239.29,40.8,3,8.2,0
CUST1541,Female,35.0,North,38,Month-to-Month,Credit Card,Fiber,Basic,47.89,1760.85,58.3,2,7.5,0
CUST1628,Female,21.0,West,32,One-Year,,No Internet,Basic,15.0,497.61,3.5,2,10.0,0
CUST1614,Male,50.0,West,9,Month-to-Month,Credit Card,DSL,Premium,92.31,792.03,60.0,0,9.0,0
CUST1129,Female,57.0,North,14,One-Year,Bank Transfer,Fiber,Basic,56.44,796.45,41.1,2,6.9,0
CUST1906,Male,64.0,East,10,Month-to-Month,Credit Card,No Internet,Standard,52.78,524.62,14.6,0,9.4,0
CUST1438,Female,39.0,North,50,Month-to-Month,Credit Card,Fiber,Premium,106.4,5669.49,57.3,3,7.5,0
CUST1549,Male,34.0,South,72,Two-Year,Credit Card,Fiber,Basic,57.02,,57.3,2,8.8,0
CUST1818,Female,18.0,East,24,Month-to-Month,Electronic Check,DSL,Basic,44.06,1007.27,33.9,0,10.0,0
CUST1884,Male,23.0,East,11,Month-to-Month,UPI,Fiber,Premium,111.59,1231.51,46.0,5,4.2,1
CUST2150,Male,40.0,North,72,Two-Year,Electronic Check,Fiber,Standard,72.9,5334.59,46.2,4,9.8,0
CUST1138,Female,44.0,West,7,Month-to-Month,Bank Transfer,DSL,Basic,43.45,276.98,44.4,5,5.4,1
CUST1931,Male,36.0,East,6,Month-to-Month,Electronic Check,No Internet,Standard,52.15,309.71,11.6,4,3.8,0
CUST1141,Male,41.0,West,4,Month-to-Month,Electronic Check,Fiber,Basic,57.5,247.48,50.0,6,3.9,1
CUST1552,Male,38.0,West,16,Month-to-Month,Credit Card,DSL,Premium,81.94,1260.44,66.9,5,6.9,1
CUST1626,Female,18.0,South,20,Month-to-Month,Bank Transfer,No Internet,Standard,37.07,716.75,17.9,3,10.0,0
CUST2099,Male,34.0,East,72,Two-Year,Bank Transfer,Fiber,Basic,55.74,3701.54,34.8,0,10.0,0
CUST1139,Male,36.0,South,3,Month-to-Month,Credit Card,Fiber,Standard,75.56,206.5,30.6,5,7.4,0
CUST1618,Male,52.0,South,2,Month-to-Month,UPI,Fiber,Basic,52.43,104.64,54.2,3,7.0,0
CUST1844,Male,31.0,West,32,Month-to-Month,Electronic Check,DSL,Standard,66.12,2252.97,33.3,1,,0
CUST1224,Male,47.0,South,49,One-Year,Bank Transfer,DSL,Standard,77.35,3612.96,60.7,0,6.6,0
CUST1723,Female,52.0,South,37,Month-to-Month,Electronic Check,DSL,Basic,40.68,1510.23,56.7,1,10.0,0
CUST1306,Male,56.0,East,6,Two-Year,UPI,Fiber,Standard,77.29,462.41,44.0,7,6.6,0
CUST2013,Female,39.0,South,44,Month-to-Month,Credit Card,DSL,Standard,58.61,2644.3,30.8,1,8.8,1
CUST1506,Male,63.0,North,72,Two-Year,Bank Transfer,No Internet,Premium,66.35,4815.11,9.0,0,10.0,0
CUST2174,Male,24.0,South,2,Month-to-Month,Electronic Check,No Internet,Basic,27.36,51.3,35.6,5,5.2,1
CUST1956,Female,47.0,North,43,One-Year,Bank Transfer,Fiber,Basic,45.53,1916.1,33.9,4,7.4,0
CUST2055,Female,49.0,South,25,One-Year,UPI,DSL,Basic,34.42,856.33,55.9,2,9.4,0
CUST1820,Male,31.0,East,6,Month-to-Month,Electronic Check,Fiber,Standard,68.43,441.32,49.8,5,7.9,1
CUST2050,Female,44.0,South,4,One-Year,UPI,No Internet,Premium,86.14,346.54,33.5,3,6.6,0
CUST1865,Female,23.0,West,12,Month-to-Month,Electronic Check,DSL,Basic,39.73,515.48,35.0,0,10.0,0
CUST1583,Male,39.0,North,29,One-Year,Credit Card,Fiber,Basic,40.23,1127.88,54.4,3,8.9,0
CUST2009,Male,48.0,North,13,Month-to-Month,UPI,DSL,Standard,60.52,832.6,,5,6.9,1
CUST2199,Female,29.0,East,42,Month-to-Month,Bank Transfer,DSL,Standard,61.0,2851.66,18.7,1,7.3,1
CUST1598,Female,38.0,East,72,Two-Year,Electronic Check,DSL,Basic,27.25,1906.38,26.0,1,10.0,0
CUST1308,Male,73.0,North,22,Month-to-Month,Credit Card,DSL,Basic,26.44,586.87,63.0,1,10.0,0
CUST2096,Male,51.0,East,72,One-Year,Credit Card,Fiber,Standard,82.22,6089.33,38.5,6,7.3,0
CUST1846,Male,40.0,South,65,Month-to-Month,Credit Card,DSL,Basic,32.25,2173.39,43.6,6,9.3,0
CUST2062,Male,40.0,South,2,Month-to-Month,Credit Card,DSL,Basic,32.3,67.06,47.4,6,7.2,0
CUST1039,Female,49.0,North,14,One-Year,Credit Card,Fiber,Standard,76.49,1073.07,67.9,3,,0
CUST1030,Female,,North,72,Two-Year,Electronic Check,DSL,Basic,35.2,2592.91,25.7,1,10.0,0
CUST1242,Male,46.0,North,55,One-Year,Bank Transfer,Fiber,Basic,59.0,3177.33,44.2,3,7.6,0
CUST1947,Female,42.0,West,52,One-Year,Electronic Check,No Internet,Standard,43.45,2250.74,3.2,0,8.8,0
CUST1136,Female,25.0,North,17,One-Year,Electronic Check,Fiber,Premium,100.57,1697.36,62.2,2,8.5,0
CUST1984,Male,31.0,South,1,Month-to-Month,Bank Transfer,Fiber,Basic,61.47,62.31,62.4,2,7.4,1
CUST1772,Female,25.0,East,72,One-Year,Credit Card,,Standard,59.09,4085.5,38.9,2,10.0,0
CUST1003,Female,58.0,East,6,Two-Year,Electronic Check,DSL,Basic,41.14,264.76,,4,7.4,0
CUST1630,Female,40.0,South,8,One-Year,UPI,Fiber,Standard,81.72,638.52,35.1,4,,1
CUST2008,Female,45.0,North,7,Month-to-Month,Electronic Check,Fiber,Basic,44.06,313.48,49.4,5,4.9,1
CUST2087,Female,40.0,East,12,One-Year,Credit Card,Fiber,Basic,53.37,588.22,31.9,4,7.0,0
CUST1415,Male,31.0,North,25,One-Year,Credit Card,Fiber,Basic,66.42,1654.57,48.1,6,7.0,0
CUST1825,Male,22.0,South,13,Two-Year,Credit Card,DSL,Standard,55.19,797.64,18.4,3,3.8,0
CUST2078,Female,39.0,West,72,Two-Year,Electronic Check,DSL,Basic,26.58,1897.4,52.2,2,7.3,0
CUST1561,Male,56.0,North,3,Two-Year,Electronic Check,Fiber,Basic,51.0,158.18,23.7,3,8.8,0
CUST1567,Male,29.0,North,5,Month-to-Month,Credit Card,DSL,Standard,68.32,345.09,27.4,5,4.9,1
CUST1381,Female,77.0,South,16,Month-to-Month,Credit Card,Fiber,Premium,104.19,1756.02,67.3,4,7.8,1
CUST1361,Male,55.0,East,37,Two-Year,Electronic Check,No Internet,Standard,44.58,1653.05,29.2,3,8.8,0
CUST1005,Female,38.0,North,5,Month-to-Month,Electronic Check,DSL,Standard,72.68,355.6,11.8,5,6.2,1
CUST1100,Female,46.0,North,61,Month-to-Month,UPI,DSL,Standard,61.42,3887.3,38.3,1,10.0,0
CUST2070,Female,42.0,East,23,Month-to-Month,Electronic Check,DSL,Standard,62.4,1361.12,25.0,1,9.8,1
CUST1514,Male,45.0,South,13,Month-to-Month,Bank Transfer,Fiber,Basic,42.77,543.15,61.4,1,9.6,0
CUST1482,Female,32.0,East,61,One-Year,Bank Transfer,No Internet,Premium,73.85,4507.72,30.6,0,9.1,0
CUST1814,Male,57.0,South,1,Month-to-Month,Electronic Check,DSL,Standard,71.5,73.55,28.7,2,6.7,1
CUST2042,Female,33.0,South,4,Month-to-Month,Credit Card,Fiber,Basic,45.1,171.57,46.8,3,5.6,1
CUST2119,Female,47.0,West,8,One-Year,Electronic Check,Fiber,Standard,84.68,700.9,26.2,1,6.8,0
CUST2072,Male,33.0,East,33,One-Year,Electronic Check,Fiber,Basic,70.28,2400.32,60.1,6,5.0,1
CUST1227,Female,28.0,North,23,Month-to-Month,Electronic Check,Fiber,Basic,33.86,757.16,53.6,3,7.0,1
CUST1481,Male,44.0,West,12,Month-to-Month,Electronic Check,Fiber,Standard,80.04,1028.97,32.5,2,9.0,1
CUST1532,Male,43.0,East,22,One-Year,Credit Card,Fiber,Standard,79.29,,47.1,2,10.0,0
CUST2169,Male,48.0,South,21,Month-to-Month,Bank Transfer,DSL,Basic,40.02,802.85,30.7,2,7.7,1
CUST1390,Female,53.0,North,32,Two-Year,UPI,DSL,Basic,33.55,1051.58,56.2,2,10.0,0
CUST1066,Female,40.0,North,38,Two-Year,Electronic Check,Fiber,Standard,62.05,2318.15,45.3,10,6.8,1
CUST1067,Male,27.0,West,42,One-Year,Electronic Check,Fiber,Basic,49.28,1883.97,67.6,1,,0
CUST1328,Female,40.0,North,16,Month-to-Month,Electronic Check,No Internet,Standard,44.4,682.5,1.0,2,8.7,1
CUST1211,Female,46.0,West,60,Two-Year,Electronic Check,DSL,Standard,79.78,4812.55,,1,10.0,0
CUST1012,Female,25.0,East,15,Month-to-Month,Bank Transfer,DSL,Basic,37.38,535.45,21.1,2,6.6,0
CUST1513,Male,78.0,West,28,One-Year,Credit Card,DSL,Standard,65.78,1870.12,46.7,0,7.2,0
CUST1654,Female,33.0,West,21,One-Year,,No Internet,Standard,58.15,1185.16,13.3,0,10.0,0
CUST1299,Female,60.0,East,47,Two-Year,Electronic Check,DSL,Premium,103.88,4392.08,33.2,1,7.1,0
CUST1427,Female,18.0,North,19,Month-to-Month,Bank Transfer,Fiber,Basic,47.27,857.5,64.4,3,7.8,0
CUST1764,Female,49.0,East,14,One-Year,Bank Transfer,No Internet,Basic,29.24,402.44,9.8,0,8.6,0
CUST2079,Male,25.0,East,13,One-Year,UPI,Fiber,Premium,105.95,1320.25,77.6,4,6.9,0
CUST1756,Male,46.0,East,20,Month-to-Month,UPI,Fiber,Premium,107.24,2125.68,56.0,4,5.6,1
CUST1494,Female,39.0,East,23,Two-Year,Electronic Check,DSL,Premium,87.57,2090.98,33.0,1,5.8,0
CUST2142,Female,55.0,East,72,Two-Year,Bank Transfer,Fiber,Standard,81.53,6324.11,45.3,4,6.1,0
CUST1363,Male,50.0,West,7,Month-to-Month,Electronic Check,Fiber,Basic,58.7,374.02,51.7,1,7.7,0
CUST1535,Male,35.0,East,4,Month-to-Month,Electronic Check,DSL,Basic,34.76,145.34,13.4,4,,1
CUST1462,Female,45.0,West,33,Month-to-Month,Electronic Check,Fiber,Standard,72.64,2345.52,47.2,3,6.8,0
CUST2124,Male,38.0,North,24,Month-to-Month,Electronic Check,DSL,Basic,35.41,859.23,77.3,3,9.9,0
CUST1948,Female,47.0,West,16,One-Year,Bank Transfer,No Internet,Standard,58.73,947.15,59.8,0,8.9,0
CUST1938,Female,21.0,East,18,Month-to-Month,,No Internet,Basic,26.05,484.75,39.8,0,8.6,0
CUST1273,Female,38.0,South,18,Month-to-Month,Electronic Check,DSL,Basic,43.98,772.52,44.7,0,10.0,0
CUST1376,Female,41.0,West,7,One-Year,Electronic Check,Fiber,Basic,54.21,370.89,35.7,1,8.4,0
CUST1237,Female,42.0,South,38,Month-to-Month,Electronic Check,Fiber,Standard,88.07,3378.11,37.9,3,8.0,0
CUST1422,Male,55.0,West,15,Month-to-Month,Electronic Check,Fiber,Standard,98.21,1474.92,59.1,0,10.0,1
CUST1002,Female,60.0,West,72,One-Year,Credit Card,Fiber,Standard,71.06,4906.65,34.7,2,10.0,0
CUST1006,Female,48.0,East,19,One-Year,Electronic Check,Fiber,Standard,79.23,1421.92,31.5,4,,1
CUST1311,Male,39.0,North,72,Month-to-Month,Credit Card,DSL,Premium,88.35,,30.4,2,10.0,0
CUST2033,Female,33.0,West,21,Month-to-Month,Electronic Check,DSL,Basic,49.85,1061.2,21.5,0,10.0,0
CUST1355,Female,23.0,East,28,One-Year,Bank Transfer,Fiber,Standard,80.69,2234.74,33.5,0,8.9,0
CUST1493,Male,51.0,East,25,One-Year,Electronic Check,DSL,Basic,30.77,790.3,31.2,3,7.9,0
CUST1215,Female,65.0,West,27,Month-to-Month,Credit Card,Fiber,Basic,58.88,1594.8,38.0,2,7.0,1
CUST1864,Male,23.0,South,30,Month-to-Month,Electronic Check,Fiber,Standard,79.65,2290.54,29.7,4,7.9,0
CUST1027,Male,48.0,South,13,One-Year,Bank Transfer,Fiber,Basic,50.84,651.25,56.9,1,,0
CUST2162,Female,25.0,South,17,Two-Year,UPI,DSL,Standard,58.43,1036.85,16.9,1,9.7,0
CUST1377,Male,43.0,West,6,Month-to-Month,Electronic Check,Fiber,Premium,102.77,615.14,54.2,3,4.2,1
CUST1694,Female,56.0,South,10,Month-to-Month,UPI,DSL,Standard,61.5,648.13,46.2,0,9.8,0
CUST1788,Female,29.0,West,15,Month-to-Month,Bank Transfer,DSL,Standard,59.4,929.21,39.1,1,8.5,1
CUST1753,Male,74.0,West,10,Month-to-Month,Electronic Check,Fiber,Premium,97.87,925.49,39.5,1,8.9,0
CUST1471,Male,27.0,East,16,Month-to-Month,Bank Transfer,DSL,Standard,62.78,1023.51,26.9,0,10.0,0
CUST1741,Male,59.0,South,7,Month-to-Month,Electronic Check,DSL,Basic,43.52,322.13,54.5,4,5.5,1
CUST1543,Female,33.0,West,28,Month-to-Month,Credit Card,DSL,Standard,60.92,1660.74,,0,10.0,0
CUST1354,Male,18.0,North,11,Two-Year,Electronic Check,Fiber,Basic,57.77,706.69,73.3,3,,0
CUST2054,Male,59.0,West,72,Two-Year,Credit Card,Fiber,Basic,48.88,3422.54,59.6,4,5.7,0
CUST1961,Male,46.0,North,5,Month-to-Month,,No Internet,Basic,25.89,138.12,5.3,5,5.8,1
CUST1256,Female,56.0,North,9,Month-to-Month,UPI,DSL,Standard,58.81,508.64,39.6,0,8.0,0
CUST1291,Male,35.0,West,72,Month-to-Month,Bank Transfer,DSL,Premium,95.14,6700.97,15.2,2,9.6,0
CUST1025,Male,45.0,West,29,One-Year,Credit Card,Fiber,Premium,104.16,2990.14,35.1,3,5.9,0
CUST1336,Male,50.0,West,29,Month-to-Month,Credit Card,Fiber,Standard,85.41,,68.9,2,5.5,0
CUST2033,Female,33.0,West,21,Month-to-Month,Electronic Check,DSL,Basic,49.85,1061.2,21.5,0,10.0,0
CUST1047,Male,44.0,North,28,Month-to-Month,Credit Card,DSL,Basic,36.77,986.16,46.5,0,10.0,0
CUST1318,Male,50.0,North,14,Month-to-Month,,,Standard,77.69,1026.29,32.9,6,7.4,1
CUST1106,Male,34.0,East,8,Two-Year,Credit Card,,Premium,82.34,709.57,30.8,0,7.7,0
CUST1806,Female,35.0,South,11,Month-to-Month,UPI,Fiber,Standard,81.95,917.46,53.0,3,6.6,1
CUST1055,Female,29.0,West,72,One-Year,Electronic Check,No Internet,Basic,32.96,2342.09,5.4,1,10.0,0
CUST2090,Male,30.0,West,18,One-Year,Credit Card,No Internet,Standard,44.84,754.76,40.7,0,9.6,0
CUST1213,Female,63.0,West,14,One-Year,,DSL,Standard,61.18,927.01,68.6,0,8.7,0
CUST1120,Female,53.0,South,16,Month-to-Month,Bank Transfer,Fiber,Basic,57.87,898.31,71.7,1,9.5,0
CUST1570,Male,36.0,East,72,Month-to-Month,UPI,Fiber,Standard,79.1,6032.34,55.8,0,,0
CUST2032,Male,43.0,North,18,Two-Year,Electronic Check,Fiber,Basic,66.67,1293.52,58.6,4,5.5,1
CUST1528,Female,50.0,North,55,Month-to-Month,Bank Transfer,Fiber,Standard,77.39,4024.15,42.1,1,10.0,0
CUST1072,Female,57.0,South,69,One-Year,Electronic Check,DSL,Basic,47.1,2914.0,21.2,5,7.3,0
CUST1721,Male,18.0,South,7,Month-to-Month,Credit Card,Fiber,Basic,57.68,421.01,65.2,5,5.8,1
CUST1754,Female,27.0,West,8,Month-to-Month,UPI,DSL,Standard,64.58,512.42,43.6,3,7.4,0
CUST1841,Female,25.0,West,23,One-Year,Electronic Check,DSL,Premium,82.43,1860.39,24.3,1,9.6,1
CUST1752,Male,27.0,East,44,Month-to-Month,Bank Transfer,Fiber,Standard,72.74,3428.92,60.8,3,9.3,0
CUST1902,Male,20.0,West,13,Month-to-Month,Bank Transfer,Fiber,Standard,86.24,1199.7,29.5,6,4.5,0
CUST1879,Female,55.0,North,6,Month-to-Month,UPI,Fiber,Basic,63.0,368.82,35.7,4,4.8,1
CUST1560,Male,18.0,South,8,One-Year,Credit Card,DSL,Standard,60.05,510.18,18.9,0,8.3,0
CUST1823,Female,48.0,North,65,One-Year,Electronic Check,DSL,Basic,29.16,2041.74,11.7,0,10.0,0
CUST1738,Male,29.0,North,17,One-Year,Credit Card,Fiber,Premium,98.67,1723.59,39.9,4,8.9,0
CUST2155,Male,38.0,West,72,One-Year,Credit Card,DSL,Standard,68.44,5194.85,78.3,2,10.0,0
CUST1325,Female,48.0,North,10,One-Year,Credit Card,Fiber,Basic,59.96,581.0,51.5,5,9.0,0
CUST1934,Female,45.0,South,6,Month-to-Month,Credit Card,Fiber,Standard,75.01,438.69,39.7,10,2.7,1
CUST1316,Male,28.0,North,7,Month-to-Month,Credit Card,DSL,Standard,63.32,437.82,69.7,3,9.3,0
CUST1979,Male,57.0,West,15,Two-Year,Electronic Check,Fiber,Standard,77.47,1096.18,70.4,2,8.8,0
CUST1836,Female,54.0,West,19,Two-Year,UPI,Fiber,Basic,56.8,1134.54,57.4,7,6.5,0
CUST1536,Female,46.0,West,1,Month-to-Month,Credit Card,DSL,Basic,40.38,42.29,40.2,4,6.7,1
CUST1692,Male,26.0,East,72,Two-Year,Electronic Check,Fiber,Premium,110.23,8616.59,38.0,3,6.9,0
CUST1816,Female,38.0,North,14,Month-to-Month,Credit Card,Fiber,Standard,72.62,1051.08,44.8,2,10.0,1
CUST1554,Male,41.0,South,10,Month-to-Month,Bank Transfer,No Internet,Basic,22.91,208.83,35.4,0,8.7,0
CUST1060,Female,52.0,North,10,Two-Year,Electronic Check,DSL,Standard,58.54,617.29,55.8,0,10.0,0
CUST1730,Male,41.0,East,12,Month-to-Month,Electronic Check,Fiber,Premium,99.39,1207.09,22.6,3,7.3,1
CUST1092,Male,40.0,East,14,Month-to-Month,Electronic Check,Fiber,Standard,76.08,1034.87,27.3,7,5.0,1
CUST1866,Female,49.0,South,10,Month-to-Month,Electronic Check,Fiber,Standard,89.9,991.95,52.4,2,8.2,1
CUST1585,Female,65.0,West,23,Month-to-Month,UPI,DSL,Basic,42.19,978.62,22.6,3,6.7,0
CUST1351,Male,38.0,South,63,One-Year,UPI,Fiber,Premium,116.32,7482.83,37.4,0,9.6,0
CUST1943,Male,39.0,West,12,Month-to-Month,Credit Card,No Internet,Standard,61.27,721.82,24.9,0,10.0,1
CUST1280,Male,39.0,South,72,Two-Year,Bank Transfer,Fiber,Standard,82.13,6032.5,42.6,1,9.4,0
CUST1490,Female,43.0,West,12,Month-to-Month,Electronic Check,,Basic,42.4,526.44,47.3,3,7.4,0
CUST1413,Female,55.0,South,5,Month-to-Month,Electronic Check,No Internet,Premium,83.87,426.72,26.8,2,6.9,1
CUST1359,Female,42.0,West,5,One-Year,Credit Card,Fiber,Standard,81.71,377.76,72.4,4,5.6,1
CUST1439,Female,55.0,East,8,Month-to-Month,UPI,DSL,Standard,70.61,617.31,34.0,1,10.0,0
CUST1581,Female,34.0,West,13,Month-to-Month,Electronic Check,DSL,Standard,71.57,950.79,33.6,1,8.2,0
CUST2167,Female,49.0,South,7,Month-to-Month,Credit Card,Fiber,Basic,43.33,305.34,22.2,3,9.8,0
CUST1534,Male,61.0,West,27,One-Year,Credit Card,Fiber,Standard,66.62,1715.24,75.0,5,4.3,0
CUST1731,Male,45.0,East,72,Two-Year,UPI,DSL,Standard,56.46,4149.86,52.8,1,9.2,0
CUST1746,Male,40.0,North,30,One-Year,Bank Transfer,No Internet,Standard,57.19,1662.92,13.7,1,7.3,0
CUST1182,Female,30.0,South,10,Month-to-Month,UPI,Fiber,Premium,103.93,1077.94,23.2,1,8.8,1
CUST1650,Male,33.0,North,40,Two-Year,Credit Card,Fiber,Standard,90.31,3997.72,58.6,4,6.6,0
CUST2077,Male,57.0,North,13,Two-Year,Electronic Check,Fiber,Premium,117.39,1615.13,20.6,3,5.6,0
CUST1110,Male,35.0,South,12,Month-to-Month,UPI,Fiber,Basic,51.63,594.27,61.7,2,9.9,1
CUST1370,Female,46.0,South,11,Month-to-Month,UPI,DSL,Premium,92.93,928.91,23.3,0,7.0,1
CUST1239,Male,56.0,West,28,Month-to-Month,Electronic Check,DSL,Standard,54.76,1657.78,15.8,0,,1
CUST1716,Female,48.0,East,49,Month-to-Month,UPI,Fiber,Standard,81.96,3940.26,47.8,2,10.0,1
CUST1780,Male,23.0,West,61,Two-Year,Credit Card,DSL,Basic,43.88,2755.37,35.1,1,8.4,0
CUST1704,Male,60.0,East,9,One-Year,Electronic Check,DSL,Standard,65.59,639.84,55.7,3,8.8,0
CUST1660,Male,18.0,East,8,One-Year,UPI,DSL,Basic,45.59,381.12,25.1,1,7.8,0
CUST1813,Female,24.0,South,8,One-Year,Electronic Check,DSL,Basic,33.02,271.81,31.0,1,8.3,0
CUST1261,Female,21.0,South,11,Month-to-Month,Electronic Check,Fiber,Basic,60.22,661.16,47.5,4,7.4,0
CUST1708,Male,39.0,West,25,Month-to-Month,UPI,DSL,Standard,66.76,1640.92,31.0,0,,0
CUST1657,Male,37.0,South,21,Month-to-Month,Credit Card,DSL,Premium,84.45,1741.72,38.8,3,9.3,0
CUST1339,Female,35.0,South,12,One-Year,Electronic Check,DSL,Standard,63.2,793.29,21.5,1,10.0,0
CUST1676,Female,49.0,North,15,Month-to-Month,Credit Card,Fiber,Standard,59.3,879.69,45.5,5,5.1,1
CUST2113,Female,27.0,North,72,Two-Year,UPI,Fiber,Standard,70.67,5224.84,51.1,1,9.5,0
CUST2182,Male,36.0,North,40,Month-to-Month,UPI,DSL,Standard,53.03,2040.15,62.8,2,,0
CUST1183,Male,58.0,West,23,Month-to-Month,Electronic Check,Fiber,Standard,81.94,1985.15,24.9,1,7.6,1
CUST1137,Male,40.0,East,15,Month-to-Month,Bank Transfer,DSL,Basic,30.65,477.08,49.7,2,7.5,0
CUST2165,Female,50.0,East,72,Two-Year,Electronic Check,Fiber,Standard,77.07,5830.88,35.5,4,7.9,0
CUST1714,Female,35.0,North,21,Month-to-Month,,Fiber,Standard,68.92,1506.7,51.4,3,8.4,1
CUST2069,Male,50.0,West,72,Two-Year,Electronic Check,Fiber,Standard,74.43,5113.96,75.5,2,8.1,0
CUST1080,Female,54.0,South,8,Month-to-Month,Bank Transfer,Fiber,Basic,59.54,477.7,25.8,2,8.2,0
CUST1636,Female,44.0,North,37,One-Year,Credit Card,DSL,Basic,51.86,1827.21,50.9,0,7.9,0
CUST2015,Male,45.0,North,6,Month-to-Month,Electronic Check,DSL,Premium,91.84,585.22,36.5,6,5.6,1
CUST2193,Female,27.0,North,18,Month-to-Month,,No Internet,Standard,48.3,910.07,12.1,3,6.5,1
CUST1029,Female,48.0,North,47,One-Year,Electronic Check,No Internet,Basic,33.73,1560.65,50.4,0,10.0,0
CUST1845,Female,52.0,North,63,One-Year,Credit Card,Fiber,Basic,44.37,2573.82,20.2,2,9.0,0
CUST1165,Male,29.0,South,9,Month-to-Month,Bank Transfer,Fiber,Standard,68.15,590.11,32.2,3,6.5,1
CUST1248,Male,50.0,East,69,One-Year,Electronic Check,Fiber,Standard,72.26,4669.97,45.5,0,10.0,0
CUST1307,Female,42.0,South,19,Month-to-Month,UPI,Fiber,Premium,103.57,1744.59,27.2,2,8.9,0
CUST1771,Female,56.0,West,28,One-Year,Electronic Check,Fiber,Standard,79.46,2146.06,68.7,3,6.5,0
CUST1465,Female,38.0,West,13,Month-to-Month,Bank Transfer,Fiber,Premium,109.75,1547.61,56.6,1,7.3,0
CUST1346,Female,49.0,North,9,Month-to-Month,Electronic Check,No Internet,Premium,89.12,814.09,43.3,3,5.4,1
CUST1334,Male,36.0,North,8,Month-to-Month,Credit Card,,Standard,74.61,565.46,25.1,0,8.3,0
CUST1285,Male,32.0,North,8,One-Year,Electronic Check,Fiber,Standard,81.42,654.06,45.4,0,6.3,1
CUST2098,Female,53.0,North,36,Month-to-Month,Credit Card,DSL,Basic,52.01,1954.3,29.0,2,9.0,0
CUST1097,Male,49.0,North,12,Month-to-Month,Electronic Check,DSL,Standard,52.75,660.64,36.7,1,10.0,0
CUST1486,Male,31.0,South,4,Month-to-Month,Credit Card,DSL,Basic,34.06,138.74,36.2,3,6.0,1
CUST2041,Female,45.0,North,16,Month-to-Month,Electronic Check,Fiber,Basic,53.69,925.56,34.8,2,10.0,1
CUST1923,Female,49.0,North,72,Two-Year,UPI,No Internet,Standard,40.74,2932.44,1.0,4,8.2,0
CUST1609,Male,36.0,North,19,One-Year,Electronic Check,DSL,Basic,34.34,610.97,65.1,1,9.1,0
CUST1688,Female,54.0,West,72,One-Year,UPI,Fiber,Standard,77.58,5713.54,46.0,1,9.7,1
CUST1621,Male,47.0,South,34,One-Year,Electronic Check,DSL,Basic,41.85,1366.59,38.0,0,10.0,0
CUST1809,Female,45.0,East,1,Month-to-Month,Electronic Check,,Premium,86.02,86.56,26.1,7,4.3,1
CUST1765,Male,37.0,North,16,One-Year,Electronic Check,Fiber,Standard,76.47,1234.43,24.7,2,8.8,0
CUST2006,Female,43.0,East,19,Month-to-Month,UPI,DSL,Premium,90.19,1727.47,16.5,2,7.1,0
CUST1065,Female,52.0,West,43,One-Year,Credit Card,Fiber,Premium,100.24,4434.18,42.7,4,5.2,0
CUST1643,Male,39.0,West,39,Month-to-Month,Credit Card,DSL,Basic,33.15,1313.08,46.7,2,,0
CUST2036,Male,59.0,North,18,Month-to-Month,Credit Card,DSL,Basic,40.33,694.99,36.6,0,9.1,0
CUST1575,Male,36.0,South,23,Two-Year,Credit Card,DSL,Standard,52.26,1098.44,17.8,5,10.0,0
CUST2088,Male,51.0,North,40,Month-to-Month,UPI,DSL,Basic,30.49,1292.17,12.0,0,10.0,0
CUST2103,Female,57.0,South,10,One-Year,Credit Card,DSL,Basic,42.45,420.0,28.3,1,10.0,1
